2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0.0,2.7623354438406444,0.19594456276972536,0.016100201319214608,0.0011994124072083104,9.855226880427249e-05,3.351346678583425,0.27154219390982653,2.9531893621269143,2.4795374728005894,3.5068143194607533,1.3784247485084302
0.0,0.0,0.0,0.0,0.0,4.92545816143851,0.3493843399923158,0.028308796223777036,0.002138645269598758,0.0001757263325106465,2.8538489900962247,0.550828707404861
3.233366681360775,2.0304375700231985,1.8484271556439444,3.955126058160432,3.0613031796915067,3.0613570479649193,2.1881519599245283,4.247337849207474,1.5078532049636568,1.6083898417843485,3.0263427697212615,1.4127730903189875
0.0,0.0,0.0,0.0,0.0,2.1532477279355957,1.9109058228175007,3.333650614877567,2.0029704661564742,4.672562211888889,5.559999290209435,2.6246401880277768
5.091059601104109,5.075438245028945,2.426770103658297,2.7362313885665,4.323529104010128,3.7701283411726574,3.4683736246297703,4.671086481136358,3.6195528949502993,2.6884345207732614,4.525949450636366,4.663383504118062
3.863506371305804,5.266004397744457,5.057383922293503,1.1511914622396748,3.675444347917319,2.228460137569387,0.15807444685236627,0.012807950419953936,0.0009676025205156266,7.950511694263795e-05,0.940820288269378,0.18159013496723833
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.669513257929111,1.7783967874277926,0.3432529216056309
2.3802043768699734,5.916252019094474,0.4196656918340028,0.03448272322430003,0.0025688502428970355,1.356332234452131,3.781448268736109,0.30639108917348545,2.5467083493162113,0.20925570245856734,0.016371744635806956,0.0031599523895621223
0.0,0.0,0.0,0.0,0.0,0.0,4.344815968093137,2.247125814393952,3.1193639755119382,4.947827510489983,3.158536769930944,1.065822459710819
3.1485656980713532,4.593554092626976,1.2022654356564288,3.0756289055480424,5.222814296224247,4.869995570214123,2.9915812213631368,3.1264468382837665,3.367630233052129,4.792022274145161,3.1502340729142393,0.7072000079079968
0.6960046163808127,4.159155018654944,1.6917015976313023,1.9181693985611088,4.012810356368298,4.237883305500747,2.609017846630468,4.512545964015068,3.6271770916810393,3.1914560789946607,0.02475058656538892,2.0138309595288266
2.0574145950009686,0.9698104884517791,3.5197163615008416,1.968144386416529,3.6609378634466783,1.941099908978881,2.6994068030140346,2.7020669359742753,4.415681646489373,3.148492509284235,2.4205368850210114,1.5314833264301786
2.5183506395375157,0.21731750874867567,0.015415283588716001,0.0012666295285916414,9.435976245316527e-05,7.753270366142337e-06,5.49973456452116e-07,4.456148923999192e-08,5.328045852741545,0.43779020787607825,0.0342518239799135,0.006611032326723926
3.3057436607320625,0.2852644765321279,4.098877361513971,3.0602793871521947,3.9691155849974367,1.2309667460049984,1.7075782541977427,3.3088179633788757,0.24997134563426093,1.1605667231664942,2.830675476173236,1.4893612866462773
0.0,0.0,0.0,3.0299538367333576,5.261412419366822,5.252537335293451,0.37258549966863014,3.206581606373155,0.24224769325558265,0.019904796414860447,0.0015573111752896895,2.253427988886743
3.7505700781855453,3.6042122355548445,0.2556625742901012,0.021007058617373744,0.0015649572477432498,0.00012858803729216454,9.121313199239338e-06,7.39052576472641e-07,5.5833221736586596e-08,4.587655291643963e-09,3.58928908648379e-10,6.92777885189916e-11
0.0,0.0,0.0,2.6574473832712444,5.202206565710442,0.42745035548911414,2.933880912398068,0.23771711375424734,0.017958820177813972,0.0014756246166329064,0.0001154498975080877,2.2283280592313127e-05
0.0,0.0,0.0,0.0,7.2536703069518245,0.59601323248954,0.042277831429031465,0.0034255528302555597,0.00025879031726659674,2.1264056264486395e-05,1.663656927832264e-06,3.211066872505017e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2450286675808817
0.0,0.0,0.0,0.0,4.245992125210604,3.5354959045977026,1.0212369774551031,2.3070579163677065,6.993742356286748,5.995166373910891,3.867214794425849,0.8209717608980164
1.871643083098049,4.458922504292354,2.6067411787611343,2.1331255451797926,3.227224581183965,3.0028397209950097,1.411599142793231,1.952982464472923,3.181808249710285,3.7292513025432443,0.29176910970957765,0.056315103609099804
3.2403649171077156,3.808669717642758,4.539165230021553,5.286361154256711,2.491295073343579,3.255837480682892,5.58812102096943,5.088290234851079,2.4566854489925802,0.20185877958373682,0.015793024290436865,0.003048252092561349
0.0,0.0,0.0,3.9083850380690337,5.919405579411714,3.5202855094690153,2.8337197750479497,2.7140850111255923,2.4069142443482905,1.5219790354258897,0.11907657385813952,0.022983274689060154
4.54334894149468,3.483818762122852,5.253806146475334,4.498487271878931,3.878926958057105,1.5864677735239316,4.084362298628254,1.939150055171203,1.3148822717010138,1.846716998724684,0.9367664429667631,1.8400427731273181
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195382227807947,3.5794423747589574,3.8645220740638964,2.136062063288817,3.1344168847794966
4.585771941091935,0.39572270766500306,3.167256480535596,3.352395123232006,5.211221388935588,3.804491960282274,3.9901483721544726,3.2684590700553526,1.9831967680378384,2.531781695380276,0.19808149982714723,0.038232217923669765
1.9333828252167558,4.3927059989469175,4.382268490077648,0.3600784013997758,4.524373084758092,3.1023441709151798,2.265437565750192,4.749192721359376,4.69625976139548,3.3959511530153197,1.838380031900462,2.257595925902868
3.4301088670914117,3.9751920606960045,4.35657761110939,1.8522027454220786,3.1667264638369597,0.3012843705168032,0.02137142119430177,0.0017316151250949161,0.0001308183670819401,1.0748969078286537e-05,8.409776879687971e-07,1.623192588072301e-07
0.0,4.564301776648828,1.5775427360989327,5.759577752013483,0.5035664624627022,0.04137660830518789,0.0029350242170378287,0.00023780974978386852,1.7965818554042254e-05,1.4761996530850038e-06,1.545803193596701,3.0024732880782627
35.791739785822564,42.80908644523082,37.26560444940591,35.48921139665606,42.98060532656169,32.611753164505906,30.498496991582694,37.627008762403946,36.386101277455865,32.8320180931494,28.627483959582992,22.46504360349765
49.18894093717641,55.129175547687865,48.93277751215585,50.323865696161185,50.097997106839564,39.02576069587475,47.79395634974778,51.615249016406025,43.266747037427855,53.80182996941292,39.76050621359421,39.77694059940286
